id,type,category,epoch,difficulty,points,question,content,correctAnswer,rubric,tags,metadata,createdAt,updatedAt,work
cmk47srl0000cqh49y7ix7qvk,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Jaka plaga nawiedziła Teby na początku dramatu?,"{""options"": [""Powódź"", ""Trzęsienie ziemi"", ""Najazd wrogów"", ""Zaraza (mór)""]}",3,,"{zaraza,Teby,""początek dramatu""}","{""explanation"": ""Na początku dramatu Teby nawiedza straszliwa zaraza - ludzie umierają, kobiety rodzą martwe dzieci, plony gniją na polach.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl0000dqh49cc5b2l3o,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Kim jest Kreon w dramacie?,"{""options"": [""Ojcem Edypa"", ""Bratem Jokasty"", ""Ślepym wróżbitą"", ""Posłańcem z Koryntu""]}",1,,"{Kreon,postacie,Jokasta}","{""explanation"": ""Kreon jest bratem Jokasty, a więc szwagrem (i zarazem wujem) Edypa. To on zostaje wysłany do Delf po odpowiedź wyroczni.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl0000eqh49x22dfd9u,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Kim jest Tyrezjasz?,"{""options"": [""Ślepym wróżbitą"", ""Królem Koryntu"", ""Posłańcem bogów"", ""Pasterzem z Kiteronu""]}",0,,"{Tyrezjasz,wróżbita,postacie}","{""explanation"": ""Tyrezjasz to słynny ślepy wróżbita tebański, który zna prawdę o Edypie, ale początkowo nie chce jej wyjawić.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl0000fqh49oz579ud8,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Ile dzieci miał Edyp z Jokastą?,"{""options"": [""Dwoje"", ""Troje"", ""Czworo"", ""Nie miał dzieci""]}",2,,"{""dzieci Edypa"",Antygona,Ismena,Polinejkes,Eteokles}","{""explanation"": ""Edyp miał z Jokastą czworo dzieci: córki Antygonę i Ismenę oraz synów Polinejkesa i Eteoklesa.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl0000gqh49b5p5bejk,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Jak zginęła Jokasta?,"{""options"": [""Została zamordowana"", ""Skoczyła ze skały"", ""Wypiła truciznę"", ""Powiesiła się""]}",3,,"{Jokasta,śmierć,samobójstwo}","{""explanation"": ""Jokasta powiesiła się w pałacu po odkryciu straszliwej prawdy - że jej mąż Edyp jest jednocześnie jej synem.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl0000hqh49briq4tvo,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Czym Edyp oślepił samego siebie?,"{""options"": [""Nożem"", ""Rozżarzonym żelazem"", ""Szpilkami z szaty Jokasty"", ""Własnymi palcami""]}",2,,"{oślepienie,Edyp,samokaleczenie}","{""explanation"": ""Edyp oślepił się szpilkami (zapinkami, broszami) wyrwanymi z szaty martwej Jokasty.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl0000iqh49wi9d8urg,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Do jakiego rodzaju literackiego należy 'Król Edyp'?,"{""options"": [""Epika"", ""Liryka"", ""Dramat"", ""Synkretyzm""]}",2,,"{dramat,gatunek,tragedia}","{""explanation"": ""'Król Edyp' to dramat - a konkretnie tragedia antyczna, jeden z trzech głównych rodzajów literackich.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000jqh49d4ej86qx,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Jaki gatunek literacki reprezentuje 'Król Edyp'?,"{""options"": [""Tragedia"", ""Komedia"", ""Epos"", ""Satyra""]}",0,,"{tragedia,gatunek,antyk}","{""explanation"": ""'Król Edyp' to tragedia - gatunek dramatyczny przedstawiający konflikt wybitnej jednostki z siłami wyższymi, zakończony katastrofą.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000kqh497p4dpclb,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Co oznacza imię 'Edyp'?,"{""options"": [""Szczęśliwy król"", ""Syn bogów"", ""Mądry władca"", ""Pękata stopa""]}",3,,"{imię,Edyp,etymologia}","{""explanation"": ""Imię Edyp (gr. Oidipus) oznacza 'pękata stopa' lub 'spuchnięta stopa' - nawiązuje do ran na stopach, które zadano mu jako niemowlęciu przed porzuceniem.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000lqh493dx6x8fa,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Dlaczego niemowlęciu Edypowi przebito stopy?,"{""options"": [""To był rytualny obrzęd"", ""By nie mógł wrócić do domu"", ""By można było go powiesić na drzewie i porzucić"", ""Zrobił to przypadkiem pasterz""]}",2,,"{stopy,porzucenie,niemowlę}","{""explanation"": ""Niemowlęciu przebito i związano stopy, by można było powiesić je na gałęzi drzewa w górach Kiteronu, gdzie miało zginąć.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000mqh49kq1tar5f,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,W jakich górach porzucono niemowlę Edypa?,"{""options"": [""Olimp"", ""Parnas"", ""Ida"", ""Kiteron""]}",3,,"{Kiteron,góry,porzucenie}","{""explanation"": ""Niemowlę Edypa porzucono w górach Kiteronu - paśmie górskim między Beocją a Attyką.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000nqh49ykgn5wri,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,"Który bóg był patronem wyroczni, która przepowiedziała los Edypa?","{""options"": [""Zeus"", ""Apollo"", ""Ares"", ""Dionizos""]}",1,,"{Apollo,wyrocznia,Delfy,bogowie}","{""explanation"": ""Apollo to bóg, którego wyrocznia w Delfach przepowiedziała los zarówno Lajosowi, jak i Edypowi. Wyrocznia delficka była najważniejszą wyrocznią w starożytnej Grecji.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000oqh497xw6t8ph,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Czym zajmował się chór w tragedii greckiej?,"{""options"": [""Grał role głównych bohaterów"", ""Komentował wydarzenia i wyrażał uczucia zbiorowe"", ""Tylko śpiewał pieśni religijne"", ""Walczył z bohaterami""]}",1,,"{chór,""tragedia grecka"",kompozycja}","{""explanation"": ""Chór w tragedii greckiej komentował wydarzenia, wyrażał uczucia zbiorowe, reprezentował społeczność i formułował ogólne prawdy moralne.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl1000pqh49w3o5ggwf,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Kogo reprezentuje chór w 'Królu Edypie'?,"{""options"": [""Młodzież tebańską"", ""Kapłanów Apollina"", ""Żołnierzy królewskich"", ""Starców tebańskich""]}",3,,"{chór,starcy,Teby}","{""explanation"": ""W 'Królu Edypie' chór składa się ze starców tebańskich - reprezentantów ludu, którzy komentują wydarzenia i wyrażają troskę o losy miasta.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl2000qqh49s4yowe3j,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Co to jest 'fatum'?,"{""options"": [""Przeznaczenie, los, który musi się spełnić"", ""Rodzaj klątwy"", ""Bóg zemsty"", ""Rodzaj ofiary dla bogów""]}",0,,"{fatum,przeznaczenie,los}","{""explanation"": ""Fatum to przeznaczenie, nieuchronny los wyznaczony przez bogów, którego nie można uniknąć ani zmienić. Jest centralnym pojęciem tragedii greckiej.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl2000rqh49ejp3lnoa,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Jak kończy się dramat 'Król Edyp'?,"{""options"": [""Edyp ginie w walce"", ""Edyp zostaje bogiem"", ""Edyp zostaje oślepiony i skazany na wygnanie"", ""Edyp odzyskuje tron""]}",2,,"{zakończenie,wygnanie,oślepienie}","{""explanation"": ""Dramat kończy się tragicznie - Edyp sam się oślepia i zostaje skazany na wygnanie z Teb, które tak dobrze rządził.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl2000sqh49j7s51n9k,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'hybris' w tragedii greckiej?,"{""options"": [""Miłość do ojczyzny"", ""Wierność bogom"", ""Pycha, nadmierna duma obrażająca bogów"", ""Odwaga wojownika""]}",2,,"{hybris,pycha,""tragedia grecka""}","{""explanation"": ""Hybris to pycha, nadmierna pewność siebie i duma, która obraża bogów i prowadzi do upadku bohatera. U Edypa przejawia się m.in. w przekonaniu, że może oszukać przeznaczenie.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl2000tqh49726hgxtb,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'hamartia'?,"{""options"": [""Błąd tragiczny, wina bohatera prowadząca do katastrofy"", ""Końcowa pieśń chóru"", ""Mowa bohatera do publiczności"", ""Zmiana losu na lepsze""]}",0,,"{hamartia,""błąd tragiczny"",Arystoteles}","{""explanation"": ""Hamartia to błąd tragiczny, wina lub pomyłka bohatera, która prowadzi do jego upadku. U Edypa to zarówno pycha, jak i nieświadomość własnej tożsamości.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl2000uqh49uswnl660,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'perypetia'?,"{""options"": [""Pieśń pochwalna"", ""Końcowe przemówienie"", ""Wejście chóru"", ""Nagły zwrot akcji, odmiana losu""]}",3,,"{perypetia,""zwrot akcji"",Arystoteles}","{""explanation"": ""Perypetia to nagły zwrot akcji, gwałtowna odmiana losu bohatera - zwykle z dobrego na zły. W 'Królu Edypie' następuje gdy Edyp odkrywa, kim naprawdę jest.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl2000vqh49pkfwof50,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'anagnorisis'?,"{""options"": [""Klątwa rzucona przez bogów"", ""Moment rozpoznania, odkrycia prawdy"", ""Samobójstwo bohatera"", ""Interwencja bogów""]}",1,,"{anagnorisis,rozpoznanie,Arystoteles}","{""explanation"": ""Anagnorisis to moment rozpoznania, nagłego odkrycia prawdy przez bohatera. W 'Królu Edypie' następuje gdy Edyp uświadamia sobie, że sam jest mordercą Lajosa i synem Jokasty.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl3000wqh49d4m3r92e,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'katharsis'?,"{""options"": [""Przekleństwo bogów"", ""Rytuał ofiarny"", ""Oczyszczenie duszy widza przez litość i trwogę"", ""Śmierć bohatera""]}",2,,"{katharsis,oczyszczenie,Arystoteles}","{""explanation"": ""Katharsis to oczyszczenie duszy widza przez przeżycie litości i trwogi podczas oglądania tragedii. To cel tragedii według Arystotelesa.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl3000xqh498x2feq7a,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'ironia tragiczna'?,"{""options"": [""Sytuacja gdy widz wie więcej niż bohater"", ""Żart opowiedziany przez bohatera"", ""Kpina z bogów"", ""Fałszywa przepowiednia""]}",0,,"{""ironia tragiczna"",""ironia dramatyczna"",dramatyzm}","{""explanation"": ""Ironia tragiczna (dramatyczna) to sytuacja, gdy widz wie więcej niż bohater - np. wie, że Edyp przeklina sam siebie, szukając mordercy Lajosa.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl3000yqh49su8ypp5g,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Który filozof uznał 'Króla Edypa' za wzorcową tragedię?,"{""options"": [""Platon"", ""Sokrates"", ""Heraklit"", ""Arystoteles""]}",3,,"{Arystoteles,Poetyka,""wzorcowa tragedia""}","{""explanation"": ""Arystoteles w swojej 'Poetyce' uznał 'Króla Edypa' za wzorcową realizację tragedii, idealnie spełniającą wszystkie wymagania gatunku.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl3000zqh499dwcj5fp,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co Edyp obiecuje zrobić z mordercą Lajosa?,"{""options"": [""Nagrodzić go"", ""Uczynić go królem"", ""Wygnać go i obłożyć klątwą"", ""Oddać mu Jokastę""]}",2,,"{klątwa,wygnanie,""ironia tragiczna""}","{""explanation"": ""Edyp publicznie obiecuje wygnać mordercę Lajosa i obłożyć go klątwą - nie wiedząc, że tym samym przeklina samego siebie.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl30010qh49ir1hwub6,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Dlaczego Tyrezjasz początkowo nie chce wyjawić prawdy?,"{""options"": [""Nie zna odpowiedzi"", ""Boi się gniewu bogów"", ""Został przekupiony przez Kreona"", ""Wie, że prawda zniszczy Edypa""]}",3,,"{Tyrezjasz,prawda,współczucie}","{""explanation"": ""Tyrezjasz wie, że wyjawienie prawdy zniszczy Edypa, dlatego początkowo milczy. Mówi: 'Biada, o biada tej wiedzy, co szkodę niesie wiedzącym'.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl30011qh49xhkdwacn,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,O co Edyp niesłusznie oskarża Kreona?,"{""options"": [""O zabójstwo Lajosa"", ""O spisek mający na celu przejęcie tronu"", ""O romans z Jokastą"", ""O kradzież skarbca""]}",1,,"{Kreon,oskarżenie,spisek}","{""explanation"": ""Edyp niesłusznie oskarża Kreona o spisek z Tyrezjaszem, mający na celu obalenie go i przejęcie tronu Teb.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl30012qh49orx6xblc,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Jaka cecha charakteru Edypa prowadzi go do odkrycia prawdy?,"{""options"": [""Chciwość"", ""Tchórzostwo"", ""Lenistwo"", ""Upór i dążenie do prawdy""]}",3,,"{""charakter Edypa"",upór,prawda}","{""explanation"": ""Paradoksalnie to pozytywna cecha Edypa - upór i nieugięte dążenie do prawdy - prowadzi go do katastrofy. Nie chce poprzestać na niepełnej wiedzy.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl30013qh49frhympla,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Czym jest 'konflikt tragiczny' w dramacie?,"{""options"": [""Sporem między bohaterami"", ""Walką zbrojną"", ""Zderzeniem jednostki z siłą wyższą, bez możliwości zwycięstwa"", ""Kłótnią rodzinną""]}",2,,"{""konflikt tragiczny"",""tragedia grecka"",fatum}","{""explanation"": ""Konflikt tragiczny to zderzenie wybitnej jednostki z siłą wyższą (bogami, przeznaczeniem, prawami moralnymi), w którym bohater nie ma szans na zwycięstwo.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl40014qh49teoa8fej,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co przynosi posłaniec z Koryntu?,"{""options"": [""Wieść o wojnie"", ""Złoto od króla"", ""Wieść o śmierci Polybosa i propozycję tronu dla Edypa"", ""Rozkaz aresztowania Edypa""]}",2,,"{posłaniec,Korynt,Polybos}","{""explanation"": ""Posłaniec przynosi wieść o śmierci Polybosa (przybranego ojca Edypa) i propozycję objęcia tronu Koryntu. Paradoksalnie ta 'dobra' wiadomość przyspiesza odkrycie prawdy.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl40015qh49dclt3to4,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Jaką funkcję pełni prolog w tragedii greckiej?,"{""options"": [""Kończy dramat"", ""Wprowadza widza w sytuację przed rozpoczęciem właściwej akcji"", ""Zawiera tylko pieśni chóru"", ""Przedstawia bogów""]}",1,,"{prolog,""kompozycja tragedii"",wstęp}","{""explanation"": ""Prolog to część wstępna tragedii, która wprowadza widza w sytuację i przedstawia okoliczności przed wejściem chóru i rozpoczęciem właściwej akcji.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl40016qh494wniq2qc,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'parodos' w tragedii greckiej?,"{""options"": [""Pieśń chóru wchodzącego na orchestrę"", ""Końcowa mowa bohatera"", ""Monolog króla"", ""Scena walki""]}",0,,"{parodos,chór,""kompozycja tragedii""}","{""explanation"": ""Parodos to pieśń chóru wchodzącego na orchestrę - pierwszy występ chóru w tragedii, następujący po prologu.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl40017qh49z747mhxp,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'stasimon' w tragedii greckiej?,"{""options"": [""Pieśń chóru wykonywana między epizodami"", ""Scena walki"", ""Przemowa bohatera"", ""Wejście posłańca""]}",0,,"{stasimon,chór,""kompozycja tragedii""}","{""explanation"": ""Stasimon to pieśń chóru stojącego na orchestrze, wykonywana między epizodami (aktami) tragedii. Służy komentowaniu wydarzeń.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl40018qh49u0tnni4q,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co to jest 'eksodos' w tragedii greckiej?,"{""options"": [""Początek dramatu"", ""Środkowa część tragedii"", ""Pieśń pochwalna"", ""Końcowa część tragedii, wyjście chóru""]}",3,,"{eksodos,zakończenie,""kompozycja tragedii""}","{""explanation"": ""Eksodos to końcowa część tragedii, obejmująca ostatnie wydarzenia i wyjście chóru z orchestry. Zawiera często podsumowanie i morał.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl40019qh49fy8yhk9g,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Ile jedności obowiązywało w tragedii greckiej według klasycystów?,"{""options"": [""Jedna"", ""Dwie"", ""Cztery"", ""Trzy""]}",3,,"{""trzy jedności"",""zasady dramatu"",klasycyzm}","{""explanation"": ""W tragedii greckiej (według późniejszej interpretacji klasycystów) obowiązywały trzy jedności: miejsca, czasu i akcji.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl4001aqh49riakc2ot,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,"Która z trzech jedności oznacza, że akcja powinna trwać nie dłużej niż jeden dzień?","{""options"": [""Jedność miejsca"", ""Jedność akcji"", ""Jedność stylu"", ""Jedność czasu""]}",3,,"{""jedność czasu"",""trzy jedności"",""zasady dramatu""}","{""explanation"": ""Jedność czasu wymaga, by akcja dramatu trwała nie dłużej niż 24 godziny (jeden obrót słońca). 'Król Edyp' spełnia tę zasadę.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001bqh49sxjxvzzo,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Kto prowadzi dialog z chórem w imieniu całej grupy?,"{""options"": [""Protagonist"", ""Deuteragonista"", ""Herold"", ""Koryfej""]}",3,,"{koryfej,chór,""przewodnik chóru""}","{""explanation"": ""Koryfej to przewodnik chóru, który prowadził dialogi z aktorami w imieniu całej grupy chórzystów.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001cqh498i42nl03,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Dlaczego Edyp się oślepia zamiast popełnić samobójstwo?,"{""options"": [""Boi się śmierci"", ""Chce żyć, by cierpieć jako kara, i nie chce widzieć rodziny w Hadesie"", ""Bogowie mu zabraniają"", ""Kreon go powstrzymuje""]}",1,,"{oślepienie,kara,samoukaranie}","{""explanation"": ""Edyp wybiera oślepienie jako formę kary - chce żyć w ciemności i cierpieniu. Nie chce też po śmierci spotkać w Hadesie rodziców, których tak zhańbił.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001dqh497n2tpu7h,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Jaką rolę pełni pasterz z Kiteronu w dramacie?,"{""options"": [""Jest mordercą Lajosa"", ""Pomaga Edypowi uciec"", ""Dostarcza ostatecznego dowodu na tożsamość Edypa"", ""Zabija Jokastę""]}",2,,"{pasterz,Kiteron,świadek}","{""explanation"": ""Pasterz z Kiteronu to były sługa Lajosa, który zamiast zabić niemowlę, oddał je pasterzowi z Koryntu. Jego zeznanie ostatecznie potwierdza tożsamość Edypa.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001eqh49894vmsgy,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Jak Jokasta próbuje uspokoić Edypa co do przepowiedni?,"{""options"": [""Mówi, że przepowiednie zawsze się spełniają"", ""Radzi mu uciec z Teb"", ""Podaje przykład 'niespełnionej' przepowiedni o śmierci Lajosa"", ""Każe zabić Tyrezjasza""]}",2,,"{Jokasta,przepowiednia,""ironia tragiczna""}","{""explanation"": ""Jokasta próbuje uspokoić Edypa, mówiąc że przepowiednie są fałszywe - bo Lajos miał zginąć z rąk syna, a przecież syn umarł jako niemowlę. Nie wie, jak bardzo się myli.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001fqh49nhnhzpxo,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co symbolizuje ślepota w 'Królu Edypie'?,"{""options"": [""Fizyczną słabość"", ""Karę bogów za bluźnierstwo"", ""Duchową mądrość vs. duchową ślepotę"", ""Starość""]}",2,,"{ślepota,symbol,Tyrezjasz}","{""explanation"": ""Ślepota symbolizuje paradoks mądrości i niewiedzy: ślepy Tyrezjasz 'widzi' prawdę, podczas gdy widzący Edyp jest 'ślepy' na prawdę o sobie. Na końcu Edyp sam się oślepia, jakby uznając tę symboliczną prawdę.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001gqh49w2atndps,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Która córka Edypa jest bohaterką innej tragedii Sofoklesa?,"{""options"": [""Ismena"", ""Helena"", ""Elektra"", ""Antygona""]}",3,,"{Antygona,""córka Edypa"",Sofokles}","{""explanation"": ""Antygona, córka Edypa, jest tytułową bohaterką innej tragedii Sofoklesa. Opowiada ona o konflikcie między prawem boskim a ludzkim.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl5001hqh49i2tagbgo,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Co oznacza greckie słowo 'tragoidia'?,"{""options"": [""Smutna opowieść"", ""Wielki dramat"", ""Pieśń kozła"", ""Płacz bogów""]}",2,,"{tragedia,etymologia,kozioł}","{""explanation"": ""'Tragoidia' dosłownie oznacza 'pieśń kozła' (tragos = kozioł, oide = pieśń). Wiąże się to prawdopodobnie z rytuałami ku czci Dionizosa, z których wywodzi się tragedia.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl6001iqh490d3kq55v,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Na cześć jakiego boga odbywały się przedstawienia tragiczne w Atenach?,"{""options"": [""Zeusa"", ""Apollina"", ""Aresa"", ""Dionizosa""]}",3,,"{Dionizos,""teatr grecki"",festiwal}","{""explanation"": ""Przedstawienia tragiczne odbywały się podczas Wielkich Dionizjów - święta ku czci Dionizosa, boga wina, płodności i teatru.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl6001jqh49ob71ng1i,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Czym różni się tragizm Edypa od tragizmu Antygony?,"{""options"": [""Edyp świadomie wybiera zło, Antygona - dobro"", ""Edyp jest niewinny, Antygona winna"", ""Edyp działa nieświadomie, Antygona świadomie wybiera między dwiema wartościami"", ""Nie ma żadnej różnicy""]}",2,,"{tragizm,Antygona,porównanie}","{""explanation"": ""Edyp popełnia zbrodnie nieświadomie (ironia tragiczna), podczas gdy Antygona świadomie dokonuje wyboru między prawem boskim a ludzkim, wiedząc o konsekwencjach.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl6001kqh49r80rjgj2,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Jakie przesłanie formułuje chór w słowach końcowych dramatu?,"{""options"": [""Że bogowie są niesprawiedliwi"", ""Że Edyp był dobrym królem"", ""Że nikogo nie można nazwać szczęśliwym przed końcem życia"", ""Że należy uciekać przed przeznaczeniem""]}",2,,"{przesłanie,chór,mądrość}","{""explanation"": ""Chór kończy dramat słowami: 'śmiertelnika tu żadnego zwać szczęśliwym nie należy, aż bez cierpień i bez klęski krańców życia nie przebieży' - to przestroga przed przedwczesnym osądzaniem losu.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl6001lqh49hynaxvim,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Jak nazywa się zasada decorum w tragedii greckiej?,"{""options"": [""Wymóg pokazywania scen przemocy"", ""Wymóg komicznych wstawek"", ""Wymóg szczęśliwego zakończenia"", ""Wymóg stosowności - bohater musi odpowiadać swojej pozycji społecznej""]}",3,,"{decorum,stosowność,""zasady dramatu""}","{""explanation"": ""Decorum to zasada stosowności wymagająca, by bohater tragiczny był postacią wysokiego stanu i zachowywał się odpowiednio do swojej pozycji. Edyp jako król spełnia ten wymóg.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
cmk47srl6001mqh49sw5wphgt,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Dlaczego sceny przemocy nie były pokazywane na scenie greckiej?,"{""options"": [""Obowiązywała zasada decorum i szacunek dla widza"", ""Brakowało efektów specjalnych"", ""Aktorzy nie umieli grać takich scen"", ""Bogowie tego zakazywali""]}",0,,"{przemoc,decorum,""teatr grecki""}","{""explanation"": ""Zasada decorum i szacunek dla widza wymagały, by sceny przemocy (jak samobójstwo Jokasty czy oślepienie Edypa) działy się poza sceną, a relacjonował je posłaniec.""}",2026-01-07 16:10:20.947,2026-01-07 16:10:20.947,Król Edyp
