id,type,category,work,difficulty,question,createdAt
cmk489sda0083qh49aefvwub9,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,3,Porównaj funkcję dwóch pasterzy (tebańskiego i korynckiego) w mechanizmie odkrywania prawdy.,2026-01-07 16:23:35.129
cmk489sda0084qh49k4aq70pe,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,3,"Wyjaśnij, jak Sofokles wykorzystuje motyw widzenia i ślepoty jako strukturalną zasadę organizującą dramat.",2026-01-07 16:23:35.129
cmk489sda0085qh497rze6wpm,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,3,Przeanalizuj rolę chóru w tworzeniu dystansu refleksyjnego wobec wydarzeń scenicznych.,2026-01-07 16:23:35.129
cmk489sda0086qh490dx4zyxb,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,3,"Wyjaśnij pojęcie 'miasma' (zmaza, skalanie) i jego znaczenie dla rozumienia sytuacji Edypa.",2026-01-07 16:23:35.129
cmk489sda0087qh49diiow0so,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,4,Zinterpretuj scenę konfrontacji Edypa z Tyrezjaszem w kontekście konfliktu między wiedzą ludzką a boską.,2026-01-07 16:23:35.129
cmk47srl7001vqh49t0ngr7ph,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Które funkcje pełni chór w 'Królu Edypie'?,2026-01-07 16:10:20.947
cmk47srkz000aqh49pq074lnx,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,"Jakiego potwora pokonał Edyp, ratując Teby?",2026-01-07 16:10:20.947
cmk47srky0002qh49cvxl92wq,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Kto jest autorem tragedii 'Król Edyp'?,2026-01-07 16:10:20.947
cmk47srkz0003qh49ochrd3v5,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,W jakim mieście toczy się akcja 'Króla Edypa'?,2026-01-07 16:10:20.947
cmk47srkz0004qh496h0j49cl,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Kim byli prawdziwi rodzice Edypa?,2026-01-07 16:10:20.947
cmk47srkz0005qh49fmy9fb5m,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Kim byli przybrani rodzice Edypa?,2026-01-07 16:10:20.947
cmk47srkz0006qh49s7n1t2jk,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Co głosiła przepowiednia dana Lajosowi?,2026-01-07 16:10:20.947
cmk47srkz0007qh49jwk45qhn,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Co głosiła przepowiednia dana Edypowi w Delfach?,2026-01-07 16:10:20.947
cmk47srkz0008qh49daamlhfq,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Dlaczego Edyp opuścił Korynt?,2026-01-07 16:10:20.947
cmk47srkz0009qh49w2j2yzqi,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Gdzie Edyp zabił swojego ojca Lajosa?,2026-01-07 16:10:20.947
cmk47srl0000bqh49dkmmry4w,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Co było nagrodą za pokonanie Sfinksa?,2026-01-07 16:10:20.947
cmk47srl0000cqh49y7ix7qvk,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Jaka plaga nawiedziła Teby na początku dramatu?,2026-01-07 16:10:20.947
cmk47srl0000dqh49cc5b2l3o,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Kim jest Kreon w dramacie?,2026-01-07 16:10:20.947
cmk47srl0000eqh49x22dfd9u,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Kim jest Tyrezjasz?,2026-01-07 16:10:20.947
cmk47srl0000fqh49oz579ud8,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Ile dzieci miał Edyp z Jokastą?,2026-01-07 16:10:20.947
cmk47srl0000gqh49b5p5bejk,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Jak zginęła Jokasta?,2026-01-07 16:10:20.947
cmk47srl0000hqh49briq4tvo,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Czym Edyp oślepił samego siebie?,2026-01-07 16:10:20.947
cmk47srl0000iqh49wi9d8urg,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Do jakiego rodzaju literackiego należy 'Król Edyp'?,2026-01-07 16:10:20.947
cmk47srl1000jqh49d4ej86qx,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Jaki gatunek literacki reprezentuje 'Król Edyp'?,2026-01-07 16:10:20.947
cmk47srl1000kqh497p4dpclb,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Co oznacza imię 'Edyp'?,2026-01-07 16:10:20.947
cmk47srl1000lqh493dx6x8fa,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Dlaczego niemowlęciu Edypowi przebito stopy?,2026-01-07 16:10:20.947
cmk47srl1000mqh49kq1tar5f,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,W jakich górach porzucono niemowlę Edypa?,2026-01-07 16:10:20.947
cmk47srl1000nqh49ykgn5wri,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,"Który bóg był patronem wyroczni, która przepowiedziała los Edypa?",2026-01-07 16:10:20.947
cmk47srl1000oqh497xw6t8ph,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Czym zajmował się chór w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl1000pqh49w3o5ggwf,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Kogo reprezentuje chór w 'Królu Edypie'?,2026-01-07 16:10:20.947
cmk47srl2000qqh49s4yowe3j,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Co to jest 'fatum'?,2026-01-07 16:10:20.947
cmk47srl2000rqh49ejp3lnoa,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,1,Jak kończy się dramat 'Król Edyp'?,2026-01-07 16:10:20.947
cmk47srl2000sqh49j7s51n9k,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'hybris' w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl2000tqh49726hgxtb,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'hamartia'?,2026-01-07 16:10:20.947
cmk47srl2000uqh49uswnl660,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'perypetia'?,2026-01-07 16:10:20.947
cmk47srl2000vqh49pkfwof50,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'anagnorisis'?,2026-01-07 16:10:20.947
cmk47srl3000wqh49d4m3r92e,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'katharsis'?,2026-01-07 16:10:20.947
cmk47srl3000xqh498x2feq7a,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'ironia tragiczna'?,2026-01-07 16:10:20.947
cmk47srl3000yqh49su8ypp5g,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Który filozof uznał 'Króla Edypa' za wzorcową tragedię?,2026-01-07 16:10:20.947
cmk47srl3000zqh499dwcj5fp,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co Edyp obiecuje zrobić z mordercą Lajosa?,2026-01-07 16:10:20.947
cmk47srl30010qh49ir1hwub6,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Dlaczego Tyrezjasz początkowo nie chce wyjawić prawdy?,2026-01-07 16:10:20.947
cmk47srl30011qh49xhkdwacn,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,O co Edyp niesłusznie oskarża Kreona?,2026-01-07 16:10:20.947
cmk47srl30012qh49orx6xblc,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Jaka cecha charakteru Edypa prowadzi go do odkrycia prawdy?,2026-01-07 16:10:20.947
cmk47srl30013qh49frhympla,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Czym jest 'konflikt tragiczny' w dramacie?,2026-01-07 16:10:20.947
cmk47srl40014qh49teoa8fej,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co przynosi posłaniec z Koryntu?,2026-01-07 16:10:20.947
cmk47srl40015qh49dclt3to4,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Jaką funkcję pełni prolog w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl40016qh494wniq2qc,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'parodos' w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl40017qh49z747mhxp,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'stasimon' w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl40018qh49u0tnni4q,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co to jest 'eksodos' w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl40019qh49fy8yhk9g,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Ile jedności obowiązywało w tragedii greckiej według klasycystów?,2026-01-07 16:10:20.947
cmk47srl4001aqh49riakc2ot,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,"Która z trzech jedności oznacza, że akcja powinna trwać nie dłużej niż jeden dzień?",2026-01-07 16:10:20.947
cmk47srl5001bqh49sxjxvzzo,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Kto prowadzi dialog z chórem w imieniu całej grupy?,2026-01-07 16:10:20.947
cmk47srl5001cqh498i42nl03,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Dlaczego Edyp się oślepia zamiast popełnić samobójstwo?,2026-01-07 16:10:20.947
cmk47srl5001dqh497n2tpu7h,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Jaką rolę pełni pasterz z Kiteronu w dramacie?,2026-01-07 16:10:20.947
cmk47srl5001eqh49894vmsgy,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Jak Jokasta próbuje uspokoić Edypa co do przepowiedni?,2026-01-07 16:10:20.947
cmk47srl5001fqh49nhnhzpxo,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co symbolizuje ślepota w 'Królu Edypie'?,2026-01-07 16:10:20.947
cmk47srl5001gqh49w2atndps,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Która córka Edypa jest bohaterką innej tragedii Sofoklesa?,2026-01-07 16:10:20.947
cmk47srl5001hqh49i2tagbgo,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Co oznacza greckie słowo 'tragoidia'?,2026-01-07 16:10:20.947
cmk47srl6001iqh490d3kq55v,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Na cześć jakiego boga odbywały się przedstawienia tragiczne w Atenach?,2026-01-07 16:10:20.947
cmk47srl6001jqh49ob71ng1i,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Czym różni się tragizm Edypa od tragizmu Antygony?,2026-01-07 16:10:20.947
cmk47srl6001kqh49r80rjgj2,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Jakie przesłanie formułuje chór w słowach końcowych dramatu?,2026-01-07 16:10:20.947
cmk47srl6001lqh49hynaxvim,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Jak nazywa się zasada decorum w tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl6001mqh49sw5wphgt,CLOSED_SINGLE,HISTORICAL_LITERARY,Król Edyp,2,Dlaczego sceny przemocy nie były pokazywane na scenie greckiej?,2026-01-07 16:10:20.947
cmk47srl6001nqh49z5df9w9u,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,1,Które postacie są dziećmi Edypa i Jokasty?,2026-01-07 16:10:20.947
cmk47srl6001oqh492pz3f8bo,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,1,Które stwierdzenia o Edypie są prawdziwe?,2026-01-07 16:10:20.947
cmk47srl7001pqh49139o2k0d,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,1,Które zbrodnie popełnił Edyp (nawet nieświadomie)?,2026-01-07 16:10:20.947
cmk47srl7001qqh49892luqdf,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,1,Które miasta są związane z historią Edypa?,2026-01-07 16:10:20.947
cmk47srl7001rqh49djlxk879,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Które elementy należą do struktury tragedii greckiej?,2026-01-07 16:10:20.947
cmk47srl7001sqh493utclkqy,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Które cechy charakteryzują bohatera tragicznego według Arystotelesa?,2026-01-07 16:10:20.947
cmk47srl7001tqh49fy0xbk7a,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Które terminy związane z tragedią grecką pochodzą z 'Poetyki' Arystotelesa?,2026-01-07 16:10:20.947
cmk47srl7001uqh496s15gh04,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Które z poniższych są przykładami ironii tragicznej w 'Królu Edypie'?,2026-01-07 16:10:20.947
cmk47srl7001wqh49lfjg1wnf,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Które cechy charakteryzują Edypa jako władcę?,2026-01-07 16:10:20.947
cmk47srl8001xqh49m5hdbur8,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Dopasuj postać do jej roli w dramacie.,2026-01-07 16:10:20.947
cmk47srl8001yqh49i7nmi571,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Dopasuj termin do jego znaczenia.,2026-01-07 16:10:20.947
cmk47srl8001zqh49jxx2mdim,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Dopasuj miejsce do wydarzenia z życia Edypa.,2026-01-07 16:10:20.947
cmk47srl80020qh49n54n0rl3,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Dopasuj element struktury tragedii do jego opisu.,2026-01-07 16:10:20.947
cmk47srl80021qh49kwrpjucp,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,1,Uzupełnij zdanie o przepowiedni danej Edypowi.,2026-01-07 16:10:20.947
cmk47srl90022qh490iirlxoc,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,1,Uzupełnij informacje o nagrodzie za pokonanie Sfinksa.,2026-01-07 16:10:20.947
cmk47srl90023qh499hsfclsu,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Uzupełnij informacje o strukturze tragedii.,2026-01-07 16:10:20.947
cmk47srl90024qh49lkglylsu,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Uzupełnij informacje o katharsis.,2026-01-07 16:10:20.947
cmk47srl90025qh49g5t0rbmn,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Król Edyp,2,Uzupełnij informacje o ironii tragicznej.,2026-01-07 16:10:20.947
cmk47srl90026qh493jai95vs,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, na czym polega ironia tragiczna w scenie, gdy Edyp przeklina mordercę Lajosa.",2026-01-07 16:10:20.947
cmk47srl90027qh492mkz34g2,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, dlaczego próby ucieczki przed przeznaczeniem paradoksalnie doprowadziły do jego spełnienia.",2026-01-07 16:10:20.947
cmk47srl90028qh49tdzlfgou,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,Wyjaśnij symboliczne znaczenie ślepoty w dramacie 'Król Edyp'.,2026-01-07 16:10:20.947
cmk47srla0029qh49gmzxzfjp,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, na czym polega konflikt tragiczny w 'Królu Edypie'.",2026-01-07 16:10:20.947
cmk47srla002aqh49wta4xw33,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, czym jest hamartia i jak przejawia się u Edypa.",2026-01-07 16:10:20.947
cmk47srla002bqh49q0ayb4uv,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,Jakie funkcje pełni chór w tragedii 'Król Edyp'? Podaj trzy przykłady.,2026-01-07 16:10:20.947
cmk47srla002cqh498at5dmbc,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, dlaczego Edyp wybrał oślepienie zamiast samobójstwa.",2026-01-07 16:10:20.947
cmk47srla002dqh49wtg4g623,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, co oznacza przesłanie końcowe chóru: 'śmiertelnika tu żadnego zwać szczęśliwym nie należy'.",2026-01-07 16:10:20.947
cmk47srla002eqh49zu0snyt7,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,Porównaj postawę Edypa i Jokasty wobec przepowiedni i prawdy.,2026-01-07 16:10:20.947
cmk47srla002fqh49459fuktg,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, dlaczego Arystoteles uznał 'Króla Edypa' za wzorcową tragedię.",2026-01-07 16:10:20.947
cmk47srla002gqh49lqw9tmhx,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Wyjaśnij, co to znaczy, że Edyp jest 'niewinnym winowajcą'.",2026-01-07 16:10:20.947
cmk47srlb002hqh49tbqe1j22,SHORT_ANSWER,HISTORICAL_LITERARY,Król Edyp,2,"Jak rozumiesz słowa Tyrezjasza: 'Biada, o biada tej wiedzy, co szkodę niesie wiedzącym'?",2026-01-07 16:10:20.947
cmk47srlb002iqh493g7hl0s7,ESSAY,WRITING,Król Edyp,2,"Czy Edyp jest ofiarą losu, czy sam sprowadził na siebie nieszczęście? Uzasadnij swoje stanowisko, odwołując się do tragedii Sofoklesa 'Król Edyp'.",2026-01-07 16:10:20.947
cmk47srlb002jqh49kx2rnobn,ESSAY,WRITING,Król Edyp,2,"Jak tragedia 'Król Edyp' odpowiada na pytanie o granice ludzkiego poznania i możliwości człowieka? Rozważ problem, odwołując się do dramatu Sofoklesa.",2026-01-07 16:10:20.947
cmk47srlb002kqh49k71956ra,ESSAY,WRITING,Król Edyp,2,"Czy dążenie do prawdy jest wartością, nawet jeśli prowadzi do cierpienia? Rozważ problem na podstawie 'Króla Edypa' Sofoklesa.",2026-01-07 16:10:20.947
cmiipdfyv00btqh7mxrj916cn,ESSAY,HISTORICAL_LITERARY,Dziady cz. III,2,Omów funkcję idei mesjanistycznej w Dziadach cz. III jako odpowiedzi na klęskę powstania listopadowego.,2025-11-28 10:11:40.943
cmiipdfyn009pqh7m47kg2ip5,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,W jakim mieście rozgrywa się akcja Dziadów cz. III?,2025-11-28 10:11:40.943
cmiipdfyn009qqh7m1a9u8oam,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Po jakim wydarzeniu historycznym powstały Dziady cz. III?,2025-11-28 10:11:40.943
cmiipdfyo009uqh7mlh67up6y,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Kto otrzymuje dar widzenia przyszłości Polski?,2025-11-28 10:11:40.943
cmiipdfyo009rqh7mrmwqxfr8,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Jak nazywa się najważniejszy monolog Konrada w Dziadach cz. III?,2025-11-28 10:11:40.943
cmiipdfyo009sqh7mdusm8ggu,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Kim z zawodu jest Konrad?,2025-11-28 10:11:40.943
cmiipdfyo009tqh7mgtetde4g,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Jak nazywał się bohater przed przemianą w Konrada?,2025-11-28 10:11:40.943
cmiipdfyn009mqh7m7679lvdh,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Gdzie powstały Dziady część III?,2025-11-28 10:11:40.943
cmiipdfyn009nqh7mhpj2hpcq,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,W którym roku Mickiewicz napisał Dziady część III?,2025-11-28 10:11:40.943
cmiipdfyn009oqh7mk4s6wily,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Jak nazywał się główny bohater Dziadów cz. III?,2025-11-28 10:11:40.943
cmiipdfyo009vqh7mpzr1v0ve,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Co oznacza termin 'mesjanizm'?,2025-11-28 10:11:40.943
cmiipdfyo009wqh7mpe1qx8gv,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Jak w mesjanizmie polskim określano Polskę?,2025-11-28 10:11:40.943
cmiipdfyo009xqh7mi8f0qgn4,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Ilu zaborców miała Polska w czasach Mickiewicza?,2025-11-28 10:11:40.943
cmiipdfyo009yqh7mawgkg987,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Co symbolizują trzy gwoździe w Widzeniu księdza Piotra?,2025-11-28 10:11:40.943
cmiipdfyo009zqh7mjgom0hkq,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Przeciwko komu buntuje się Konrad w Wielkiej Improwizacji?,2025-11-28 10:11:40.943
cmiipdfyo00a0qh7mxa12hqi2,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Czego żąda Konrad od Boga w Wielkiej Improwizacji?,2025-11-28 10:11:40.943
cmiipdfyp00a1qh7m7nlw8uv4,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Kto modli się za Konrada podczas jego buntu?,2025-11-28 10:11:40.943
cmiipdfyp00a2qh7mffoy4z1r,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Co przerywa bluźnierstwo Konrada?,2025-11-28 10:11:40.943
cmiipdfyp00a3qh7me1et37v7,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Kto przeprowadza egzorcyzmy nad Konradem?,2025-11-28 10:11:40.943
cmiipdfyp00a4qh7m0qmutu90,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Jak nazywa się postawa buntu przeciw Bogu w imię ludzkości?,2025-11-28 10:11:40.943
cmiipdfyp00a5qh7m74tsrl5c,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,1,Gdzie przebywają więźniowie w Dziadach cz. III?,2025-11-28 10:11:40.943
cmiipdfyp00a6qh7m9zk1wlf0,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Jak nazywa się tajemniczy zbawiciel z Widzenia księdza Piotra?,2025-11-28 10:11:40.943
cmiipdfyp00a7qh7ml760y39r,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Kto jako pierwszy użył terminu 'mesjanizm' w 1831 roku?,2025-11-28 10:11:40.943
cmiipdfyp00a8qh7mgojngw3f,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,"Jakim słowem Konrad chce nazwać Boga, ale nie kończy zdania?",2025-11-28 10:11:40.943
cmiipdfyp00a9qh7mz5w21c0i,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Z którym krajem Europa jest porównana do Piłata w Widzeniu księdza Piotra?,2025-11-28 10:11:40.943
cmiipdfyp00aaqh7mh1wx9cb9,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,"Jak Konrad określa siebie w Wielkiej Improwizacji, utożsamiając się z narodem?",2025-11-28 10:11:40.943
cmiipdfyq00abqh7mqlcx94pk,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,"Co według Konrada kłamie głosowi, a głos kłamie myślom?",2025-11-28 10:11:40.943
cmiipdfyq00acqh7mxgrqx2wm,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Jakiego filozofa niemieckiego krytykował Mickiewicz za marginalizowanie Słowian?,2025-11-28 10:11:40.943
cmiipdfyq00adqh7m6dqai2ar,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Jaki proces historyczny stanowił bezpośrednie tło biograficzne dla Dziadów cz. III?,2025-11-28 10:11:40.943
cmiipdfyq00aeqh7mx28n8kag,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Co zarzuca Konrad Bogu w Wielkiej Improwizacji?,2025-11-28 10:11:40.943
cmiipdfyq00afqh7mr8ndvuon,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Która postać biblijna jest wzorem dla mesjanistycznej wizji Polski?,2025-11-28 10:11:40.943
cmiipdfyq00agqh7mka6yk5ou,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Co oznacza termin 'prometeizm' w kontekście literatury?,2025-11-28 10:11:40.943
cmiipdfyq00ahqh7m10fltu4j,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Co symbolizuje improwizacja jako forma wypowiedzi w romantyzmie?,2025-11-28 10:11:40.943
cmiipdfyq00aiqh7mk1sc8rwt,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Jaki problem filozoficzny jest centralny dla Wielkiej Improwizacji?,2025-11-28 10:11:40.943
cmiipdfyq00ajqh7mt68ah9ao,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Która cecha różni prometeizm Konrada od mesjanizmu księdza Piotra?,2025-11-28 10:11:40.943
cmiipdfyr00akqh7mn3vtpp4j,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Czym według Konrada jest jego uczucie do narodu?,2025-11-28 10:11:40.943
cmiipdfyr00alqh7md5xlwexy,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,"Jak nazywa się średniowieczny gatunek literacki, który ilustruje walkę duchów o duszę?",2025-11-28 10:11:40.943
cmiipdfyr00amqh7myu4k8twm,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,"Co w romantycznej filozofii oznaczało przekonanie, że poeta jest demiurgiem?",2025-11-28 10:11:40.943
cmiipdfyr00anqh7m0cmdeny4,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Który badacz literatury wprowadził termin 'romantyczny tytanizm'?,2025-11-28 10:11:40.943
cmiipdfyr00aoqh7mxerxh4kp,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Na ile głównych faz dzieli się zazwyczaj Wielka Improwizacja?,2025-11-28 10:11:40.943
cmiipdfyr00apqh7m8ed9c050,CLOSED_SINGLE,HISTORICAL_LITERARY,Dziady cz. III,2,Co według mesjanizmu miało nastąpić po 'śmierci' Polski?,2025-11-28 10:11:40.943
cmiipdfyr00aqqh7mebllhrrz,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Dziady cz. III,1,Które postacie występują w Dziadach cz. III?,2025-11-28 10:11:40.943
cmiipdfyr00arqh7mkf5a9znv,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Dziady cz. III,1,Które państwa były zaborcami Polski w czasach Mickiewicza?,2025-11-28 10:11:40.943
